ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
124871,Pauline van Roessel,F,37.0,180.0,70.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,
131681,Adam Perry Wright,M,31.0,191.0,89.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
89466,Agafia Orlov-Buhaev-Constantin,F,29.0,172.0,61.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
59197,Aleksandr Yevgenyevich Kharitonov,M,29.0,172.0,79.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
70712,Ari-Pekka Liukkonen,M,27.0,208.0,92.0,Finland,FIN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
76457,Marek Matiako,M,32.0,172.0,62.0,Slovakia,SVK,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
75341,Louis Marquis,M,30.0,171.0,60.0,Switzerland,SUI,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 20 kilometres Walk,
62091,Pentti Juhani Kokkonen,M,28.0,170.0,68.0,Finland,FIN,1984 Winter,1984,Winter,Sarajevo,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
99109,Sanchai Ratiwatana,M,34.0,175.0,70.0,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
66199,Paulo Raulino Lamego,M,26.0,177.0,75.0,Brazil,BRA,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Free Pistol, 50 metres",
1402,Manzoor Ahmed,M,28.0,169.0,75.0,Pakistan,PAK,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Men's Hockey,
106343,Louisa Jane Sawers-Gurski,F,24.0,176.0,70.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
42352,Margherita Granbassi,F,28.0,165.0,56.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",Bronze
115409,Martin Stokken,M,25.0,183.0,72.0,Norway,NOR,1948 Summer,1948,Summer,London,Athletics,"Athletics Men's 5,000 metres",
3370,Bartolo Ambrosione,M,29.0,182.0,75.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
41104,"Grace Elizabeth ""Gracie"" Gold",F,18.0,165.0,54.0,United States,USA,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Women's Singles,
15293,"Cornelis ""Kees"" Broekman",M,24.0,,,Netherlands,NED,1952 Winter,1952,Winter,Oslo,Speed Skating,"Speed Skating Men's 1,500 metres",
77703,Louise McKenzie,F,23.0,165.0,59.0,Great Britain,GBR,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
76256,Nicols Alejandro Mass Fried,M,30.0,182.0,80.0,Chile,CHI,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,
57539,Saidu Kargbo,M,25.0,150.0,48.0,Sierra Leone,SLE,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Flyweight,
129632,Georges Wengler,M,29.0,,,Luxembourg,LUX,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Floor Exercise,
122718,Demir Turgut,M,27.0,,,Cuxhaven,TUR,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed One Person Dinghy,
97263,Alfred Prucker,M,29.0,,,Italy,ITA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Nordic Combined,Nordic Combined Men's Individual,
53785,Josef Jnsk,M,31.0,176.0,66.0,Czechoslovakia,TCH,1972 Summer,1972,Summer,Munich,Athletics,"Athletics Men's 10,000 metres",
27808,Bernard Desmarais,M,25.0,,,Mauritius,MRI,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Breaststroke,
54876,Jin Gab-Yong,M,22.0,182.0,90.0,South Korea,KOR,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,
47253,Harald Hein,M,26.0,167.0,70.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Individual",
38719,"Juan de Dios ""Juantxo"" Garca-Maurio Snchs",M,28.0,169.0,62.0,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,
50942,Esa Juhani Hukkanen,M,25.0,183.0,78.5,Finland,FIN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Middleweight,
112955,Nikolay Ivanovich Solodukhin,M,25.0,164.0,65.0,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Judo,Judo Men's Half-Lightweight,Gold
8277,"William August Bartholomae, Jr.",M,43.0,,,Mystery,USA,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed 6 metres,
78100,Krisztina Medveczky,F,14.0,160.0,49.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
97387,"Josef ""Sepp"" Puchinger",M,23.0,189.0,90.0,Austria,AUT,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Double Sculls,
78840,Stanley C. Mercer,M,,,,Great Britain,GBR,1928 Summer,1928,Summer,Amsterdam,Diving,Diving Men's Springboard,
80217,Mansour Mir Ghavami Aladdin,M,21.0,,74.0,Iran,IRI,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
25038,Dorothy Katherine Dalton,F,25.0,,,United States,USA,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze
133933,Javier Adelmar Zanetti,M,22.0,178.0,73.0,Argentina,ARG,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,Silver
132471,Yang Chien-Fu,M,25.0,176.0,75.0,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,
127494,Tatyana Leonidovna Vorokhobko (-Kondrashova),F,25.0,175.0,60.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Pentathlon,
126091,Aurel Vernescu,M,25.0,188.0,88.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
61323,Sacha Bryan Kljestan,M,22.0,185.0,75.0,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,
64474,Beta Krzyzewsky,F,27.0,164.0,54.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",
125311,Pl Vargha,M,,,,Hungary,HUN,1906 Summer,1906,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,
86378,Dagmar Calla Johanna Nilsson (-Trnblom),F,18.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Diving,Diving Women's Plain High,
6124,Pyotr Semyonovich Avilov,M,42.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
2414,"Chimene Mary ""Chemmy"" Alcott (-Crawford)",F,23.0,169.0,69.0,Great Britain,GBR,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Giant Slalom,
29515,Corine Dorland,F,27.0,170.0,60.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Women's Mountainbike, Cross-Country",
26647,Gustave De Schryver,M,,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
27269,Cyro Marques Delgado,M,19.0,182.0,76.0,Brazil,BRA,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
11722,Imre Br,M,28.0,186.0,88.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Handball,Handball Men's Handball,
123662,Eduard Uvra,M,26.0,183.0,92.0,Czechoslovakia,TCH,1988 Winter,1988,Winter,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,
58313,"Mitchell ""Mitch"" Kealey",M,24.0,178.0,62.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 1,500 metres",
600,Nagmeldin Ali Abubakr,M,18.0,172.0,63.0,Sudan,SUD,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 400 metres,
121086,Linda Toorop (-Moor),F,16.0,165.0,53.0,Netherlands,NED,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Individual All-Around,
28365,Robert Bruce Dickson,M,20.0,,,Canada,CAN,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
51774,Yukiko Ikeda,F,21.0,162.0,48.0,Japan,JPN,1992 Summer,1992,Summer,Barcelona,Archery,Archery Women's Individual,
21240,Jens Harald Christensen (-Howard),M,24.0,,,Denmark,DEN,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",
14773,Wolfgang Braun,M,28.0,185.0,84.0,West Germany,FRG,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
60420,Saori Kimura,F,17.0,185.0,65.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,
51823,Salim Iles,M,21.0,188.0,88.0,Algeria,ALG,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,
55484,Linda Marie Johnson-Blair,F,26.0,162.0,57.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Speed Skating,"Speed Skating Women's 1,000 metres",
45850,Leif Anders Valfrid Hansson,M,30.0,182.0,77.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Road Race, Individual",
20843,Dimus Chisala,M,25.0,182.0,67.0,Zambia,ZAM,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Welterweight,
30814,Daniel Donald Durben,M,29.0,172.0,68.0,United States,USA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
5629,Haseri Asli,M,26.0,,,Brunei,BRU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 100 metres,
96960,"Reginald George ""Reggie"" Pridmore",M,21.0,,,England-1,GBR,1908 Summer,1908,Summer,London,Hockey,Hockey Men's Hockey,Gold
50093,Kinga Horvth,F,15.0,158.0,46.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Horse Vault,
44336,Gwon Taeg-Yeol,M,30.0,177.0,76.0,South Korea,KOR,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",
72856,Todd Carlyle MacCulloch,M,24.0,213.0,132.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,
61321,Nenad Kljai,M,29.0,195.0,102.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Handball,Handball Men's Handball,Gold
116,Hosni Mohamed Abbas,M,28.0,,60.0,United Arab Republic,UAR,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Featherweight,
64810,Magdolna Kulcsr (-Rzsa),F,24.0,171.0,58.0,Hungary,HUN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 800 metres,
69160,Ejnar Herman Levison,M,31.0,,,Denmark,DEN,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's Sabre, Team",
129124,Franz Weber,M,23.0,,,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,
66747,"Michael Denny ""Mike"" Larrabee",M,30.0,186.0,77.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,Gold
117813,Murat Tahir,M,24.0,180.0,72.0,Turkey,TUR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 50 metres Freestyle,
122394,Naoya Tsukahara,M,23.0,166.0,64.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,
77522,"Michael Anthony ""Mike"" McFarlane",M,20.0,178.0,74.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 200 metres,
72185,Irmgard Lukasser (-Ebster),F,22.0,,,Austria,AUT,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Downhill,
26440,Antnio Silva Botelho de Melo,M,16.0,,,Portugal,POR,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
54717,Jadranka Jez,F,31.0,,,Austria,AUT,1992 Summer,1992,Summer,Barcelona,Handball,Handball Women's Handball,
125585,Olegario Vzquez Raa,M,41.0,157.0,63.0,Mexico,MEX,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",
69141,Sbastien Levicq,M,29.0,186.0,81.0,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,
52623,Mary Julie Isphording,F,22.0,165.0,47.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's Marathon,
122342,Tsoi Ngai Wan,M,24.0,168.0,65.0,Hong Kong,HKG,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
35550,Birgit Fischer-Schmidt,F,38.0,172.0,69.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
59516,Walide Khyar,M,21.0,165.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,
87829,Lyuben Obretenov,M,18.0,,,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Floor Exercise,
87116,Vladimr Novk,M,23.0,175.0,,Czechoslovakia,TCH,1928 Winter,1928,Winter,Sankt Moritz,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
57158,Yvonne Kanazawa (Scott-),F,25.0,173.0,63.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres Hurdles,
95791,Mehmet Aydn Polat,M,31.0,191.0,120.0,Turkey,TUR,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
54872,Jin Di,M,25.0,183.0,110.0,China,CHN,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Skeet,
133989,Anna Oleksandrivna Zaporozhanova,F,21.0,174.0,53.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Doubles,
31631,Krisztina Egyed,F,17.0,180.0,75.0,Hungary,HUN,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Women's 500 metres,
65030,Yvonne Kunze,F,20.0,155.0,49.0,Germany,GER,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,
106619,Frans-Albert Vaksal Schartau,M,30.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Small-Bore Rifle, 50 and 100 yards, Team",Silver
34767,Rui Fernandes,M,21.0,183.0,75.0,Portugal,POR,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
37482,Takuro Fujii,M,23.0,184.0,82.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,
44465,Ernst Haas,M,,,,Switzerland,SUI,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxed Fours,Silver
88824,Gustavo Ren Ollo,M,20.0,175.0,71.0,Argentina,ARG,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Light-Middleweight,
132978,Mehmet Ylmaz,M,26.0,175.0,76.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middleweight,
79723,Milan Mikul,M,29.0,193.0,84.0,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Triple Jump,
95254,Lidia Pitteri,F,18.0,,,Italy,ITA,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Women's Floor Exercise,
96443,Aleksandr Anatolyevich Potashov,M,30.0,187.0,80.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 50 kilometres Walk,
74572,"Marcus ""Mark"" Mansfield",M,34.0,195.0,98.0,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Mixed Two Person Keelboat,
68391,Otto Lehner,M,25.0,,,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",
107114,Markus Schmidt,M,23.0,178.0,80.0,Austria,AUT,1992 Winter,1992,Winter,Albertville,Luge,Luge Mixed (Men)'s Doubles,
47604,Klaus Hendriksen,M,27.0,,,Vento Sul,BRA,1964 Summer,1964,Summer,Tokyo,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
46902,Ahmad Hazer,M,22.0,188.0,80.0,Lebanon,LIB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,
80833,Roger douard Louis Marie Joseph Ghislain Moeremans d'Emas,M,29.0,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
104065,Simone Henriette Sabouret (Roussel-),F,26.0,,,France,FRA,1920 Summer,1920,Summer,Antwerpen,Figure Skating,Figure Skating Mixed Pairs,
91815,"Thomas Martin ""Tom"" Parsons",M,24.0,190.0,78.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's High Jump,
133006,Marko Juhani Yli-Hannuksela,M,22.0,170.0,80.0,Finland,FIN,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
30794,Gilles Durand,M,20.0,180.0,68.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,
119047,Diana Teixeira,F,15.0,150.0,39.0,Portugal,POR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Horse Vault,
14341,"Raymond ""Ray"" Boyd",M,25.0,181.0,70.0,Australia,AUS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Pole Vault,
112883,Yuliya Nikolayevna Soldatova,F,20.0,160.0,52.0,Belarus,BLR,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Women's Singles,
116663,Viorica Susanu,F,32.0,186.0,77.0,Romania,ROU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxless Pairs,Gold
34896,Francisco Fernndez Ochoa,M,17.0,171.0,65.0,Spain,ESP,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Downhill,
127712,Sinia Vukoni,M,20.0,172.0,69.0,Croatia,CRO,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,
117984,Minoru Takarabe,M,28.0,,,Myojo,JPN,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed Two Person Keelboat,
86324,Marina Anatolyevna Nikulina-Pankova,F,29.0,180.0,78.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Silver
134408,Elmadi Zaynaydiyevich Zhabrailov,M,30.0,182.0,85.0,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Middleweight, Freestyle",
116284,Slavica uka,F,24.0,175.0,63.0,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,
20113,"Jennifer ""Jenny"" Cheesman (-Smyth)",F,26.0,166.0,58.0,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,
13679,Peter Malise Borwick,M,34.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Equestrianism,"Equestrianism Men's Three-Day Event, Team",
21096,Choijiljavyn Samand,M,27.0,168.0,68.0,Mongolia,MGL,1964 Summer,1964,Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",
123701,Laura Rebeca Vaca Hernndez,F,15.0,163.0,58.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,
45168,Mohamed Hamad,M,32.0,170.0,74.0,Egypt,EGY,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Freestyle",
101960,Michael Rogers,M,28.0,185.0,74.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Individual Time Trial,
26839,Christopher Colin Dean,M,21.0,180.0,73.0,Great Britain-1,GBR,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Ice Dancing,
43059,Ernesto Grobet Palacios,M,23.0,,,Mexico,MEX,1932 Summer,1932,Summer,Los Angeles,Cycling,"Cycling Men's 1,000 metres Time Trial",
49905,Cerasela Simona Hordobeiu,F,23.0,171.0,58.0,Romania,ROU,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Women's 5,000 metres",
122125,Trung Trung L,M,,,,South Vietnam,VNM,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Individual",
71395,Juan Lpez Lpez,M,23.0,172.0,71.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Fours,
115859,Grzegorz Strouhal,M,29.0,182.0,80.0,Poland,POL,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Trap,
27013,Nelly Degouy (-Acket),F,22.0,,,Belgium,BEL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
26132,Egbert Cornelis Christiaan de Graeff,M,23.0,182.0,88.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Hockey,Hockey Men's Hockey,
104814,Gaston Joseph Clment Marie Salmon,M,34.0,,,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Team",Gold
109182,Aleksandar Stefanov Shalamanov,M,18.0,,,Bulgaria,BUL,1960 Winter,1960,Winter,Squaw Valley,Alpine Skiing,Alpine Skiing Men's Downhill,
79047,John Messel,M,,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work",
17554,Rubn Camacho Salas,M,22.0,177.0,73.0,Mexico,MEX,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Road Race, Individual",
117518,Istvn Szikora,M,28.0,190.0,102.0,Hungary,HUN,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Super-Heavyweight,
24855,Hjalmar Alexius Dahlberg,M,25.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Marathon,
124725,Gaston Van Laere,M,21.0,,,France,FRA,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,
53198,Mozes Jacobs,M,22.0,,,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Horse Vault,
104854,Satu Maarit Anneli Salonen,F,28.0,167.0,58.0,Finland,FIN,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
129969,"Fatima N. (Fatma-) Whitbread (Vedad-, -Norman)",F,19.0,168.0,68.0,Great Britain,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's Javelin Throw,
87356,John Hamilton Nunn,M,26.0,188.0,78.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 20 kilometres Walk,
114884,Ype Juurd Stelma,M,24.0,176.0,78.0,Netherlands,NED,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Fours,
109346,Aleksandr Shatilov,M,21.0,182.0,77.0,Israel,ISR,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,
54067,Jabou Jawo,F,22.0,155.0,55.0,Gambia,GAM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,
41041,Ernst Gottlieb Gogel,M,24.0,,79.0,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
19739,Bimal Chandra,M,,,,India,IND,1948 Summer,1948,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,
78758,Collins Mensah,M,23.0,180.0,77.0,Ghana,GHA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,
90151,Eszter vry,F,15.0,152.0,42.0,Hungary,HUN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,
124605,Twan Machiel Johannes van Gendt,M,24.0,178.0,85.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,
47217,Kyle Heikkila,M,22.0,,,United States Virgin Islands,ISV,1994 Winter,1994,Winter,Lillehammer,Luge,Luge Men's Singles,
94933,Jennifer Elizabeth M. Pinches,F,18.0,160.0,55.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Women's Balance Beam,
4472,Paul Eugne Albert Anspach,M,26.0,,,Belgium,BEL,1908 Summer,1908,Summer,London,Fencing,"Fencing Men's epee, Team",Bronze
118277,Tan Min,F,16.0,163.0,54.0,China,CHN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,
73871,Shinichi Maki,M,35.0,,,Japan,JPN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Individual",
119274,Frank Terletzki,M,29.0,176.0,74.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Football,Football Men's Football,Silver
107958,Luis Alberto Scola Balvoa,M,32.0,206.0,108.0,Argentina,ARG,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,
117625,Gabriella Ibolya Szcs,F,31.0,184.0,78.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
43192,"Abraham Israel ""Abie"" Grossfeld",M,26.0,175.0,72.0,United States,USA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Men's Team All-Around,
133712,rka Zhrobsk-Strachov,F,21.0,174.0,66.0,Czech Republic,CZE,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Combined,
46447,Eleanor Jean Haslam (-Jensen),F,20.0,169.0,50.0,Canada,CAN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 800 metres,
24240,Cui Yining,M,27.0,187.0,70.0,China,CHN,1984 Summer,1984,Summer,Los Angeles,Fencing,"Fencing Men's epee, Individual",
40221,Daniel Giger,M,26.0,186.0,75.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's epee, Team",Bronze
21716,Valentina Ciurina,F,27.0,174.0,68.0,Moldova,MDA,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
21471,Iryna Valerivna Chuzhynova,F,32.0,170.0,58.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",
